node,split,raw_target_tokens,raw_neighbor_tokens,trimmed_neighbor_raw_tokens,node_summary_tokens,metapath_summary_tokens,final_prompt_tokens,num_neighbors_full,num_neighbors_trimmed,num_metapaths,K,M,B_node,B_meta,target_truncated
14,train,34,1168055,3486,1244,400,640,13829,48,12,2,4,10,10,False
43,train,42,1555456,4151,1014,355,607,17765,48,12,2,4,10,10,False
60,train,133,1682348,9658,1749,602,943,15826,48,12,2,4,10,10,False
106,train,1572,304721,22808,1863,614,1845,3026,44,12,2,4,10,10,True
145,train,43,874705,4027,1072,479,729,9796,48,12,2,4,10,10,False
250,train,139,241296,14210,1680,429,774,2141,44,12,2,4,10,10,False
252,train,151,313198,18129,2079,639,1001,2134,44,12,2,4,10,10,False
271,train,33,1365547,4929,1166,526,770,15666,48,12,2,4,10,10,False
307,train,26,916141,2990,1006,379,613,9007,48,12,2,4,10,10,False
380,train,36,178725,7537,1029,398,608,1770,32,12,2,4,10,10,False
390,train,55,1125259,5475,1228,441,700,11441,48,12,2,4,10,10,False
408,train,54,1370892,4169,1254,553,813,13748,48,12,2,4,10,10,False
419,train,38,446255,5294,1332,592,841,4973,48,12,2,4,10,10,False
425,train,44,1013990,5848,1459,488,740,11950,48,12,2,4,10,10,False
465,train,10,1760512,6345,1133,464,683,16484,48,12,2,4,10,10,False
469,train,849,756748,29843,2257,572,1630,4735,48,12,2,4,10,10,False
480,train,110,1355125,10888,1526,517,834,11922,48,12,2,4,10,10,False
505,train,402,429232,14372,1378,380,958,4933,32,12,2,4,10,10,False
511,train,38,659911,3330,1006,555,804,7296,48,12,2,4,10,10,False
519,train,200,68702,13650,1333,481,883,230,41,12,2,4,10,10,False
536,train,48,1698608,10421,1392,571,831,18953,48,12,2,4,10,10,False
551,train,39,1673316,2293,929,393,641,18408,48,12,2,4,10,10,False
601,train,173,347094,18280,1858,543,925,2037,44,12,2,4,10,10,False
624,train,288,2353632,10523,1551,571,1069,26798,48,12,2,4,10,10,False
655,train,67,2563596,4703,1237,581,858,28483,48,12,2,4,10,10,False
675,train,33,2462913,2398,870,356,597,28143,48,12,2,4,10,10,False
714,train,83,2066610,9743,1431,385,676,22413,48,12,2,4,10,10,False
773,train,54,1628488,6719,1250,466,731,16701,48,12,2,4,10,10,False
790,train,271,497806,15074,1840,394,875,4316,48,12,2,4,10,10,False
874,train,25,1707662,1742,778,273,506,17931,48,12,2,4,10,10,False
875,train,38,2378839,2532,936,396,641,26260,48,12,2,4,10,10,False
911,train,47,1050368,6795,1238,345,601,10593,48,12,2,4,10,10,False
955,train,34,2051424,3942,1166,364,609,23008,48,12,2,4,10,10,False
986,train,119,534752,15175,1837,525,857,5661,48,12,2,4,10,10,False
1004,train,127,621486,10034,1540,506,842,5651,48,12,2,4,10,10,False
1125,train,38,933022,12989,1428,477,721,9153,48,12,2,4,10,10,False
1145,train,24,1697418,2277,958,454,688,19137,48,12,2,4,10,10,False
1148,train,89,1639154,4711,1215,526,825,18678,48,12,2,4,10,10,False
1159,train,31,1355354,2361,924,407,648,15918,48,12,2,4,10,10,False
1164,train,295,1931576,22027,1854,572,1078,20616,48,12,2,4,10,10,False
1272,train,481,1401481,11564,1696,466,1156,15419,48,12,2,4,10,10,False
1292,train,47,1150347,15377,1813,550,808,11618,48,12,2,4,10,10,False
1370,train,29,2096156,1586,800,422,654,22948,48,12,2,4,10,10,False
1390,train,39,1841927,3235,1069,473,719,19830,48,12,2,4,10,10,False
1394,train,27,1985686,2863,918,413,646,21986,48,12,2,4,10,10,False
1402,train,52,1408144,4824,1369,499,758,15429,48,12,2,4,10,10,False
1408,train,26,2643753,2848,1085,369,606,30229,48,12,2,4,10,10,False
1432,train,116,234744,15419,1608,438,756,874,41,12,2,4,10,10,False
1473,train,71,634246,12071,1586,501,784,4771,48,12,2,4,10,10,False
1476,train,93,555078,22872,1878,472,774,4562,48,12,2,4,10,10,False
1513,train,251,957516,20151,2109,583,1042,7739,48,12,2,4,10,10,False
1623,train,26,1576436,1694,790,347,581,18111,48,12,2,4,10,10,False
1626,train,32,1202364,3551,869,333,575,13628,48,12,2,4,10,10,False
1634,train,40,337239,7940,1326,517,766,3639,48,12,2,4,10,10,False
1652,train,42,676726,5649,1287,430,682,6540,48,12,2,4,10,10,False
1675,train,37,1972587,2447,923,342,588,22759,48,12,2,4,10,10,False
1712,train,95,577160,9971,1567,485,791,4559,48,12,2,4,10,10,False
1719,train,1102,924428,26290,2048,490,1720,5676,44,12,2,4,10,10,True
1747,train,54,445010,10510,1228,490,754,4819,44,12,2,4,10,10,False
1748,train,27,1458410,8570,1187,584,820,15310,48,12,2,4,10,10,False
1770,train,29,1213077,3767,1211,436,674,13294,48,12,2,4,10,10,False
1835,train,31,1246940,6359,1374,438,676,12643,48,12,2,4,10,10,False
1895,train,180,423940,16966,1852,602,994,4249,46,12,2,4,10,10,False
1899,train,94,839597,9632,1503,552,854,8857,48,12,2,4,10,10,False
1915,train,509,518697,21103,1966,534,1251,4870,48,12,2,4,10,10,False
1938,train,49,1017317,7143,1316,423,680,8976,48,12,2,4,10,10,False
1957,train,27,1046136,3564,902,369,605,8775,48,12,2,4,10,10,False
1990,train,52,1854394,7005,1512,404,661,17696,48,12,2,4,10,10,False
2003,train,206,1818328,8012,1652,534,948,20261,48,12,2,4,10,10,False
2010,train,26,1193890,4496,1198,513,750,13025,48,12,2,4,10,10,False
2024,train,119,1842634,7245,1515,579,908,21081,48,12,2,4,10,10,False
2056,train,112,316809,12640,1358,373,659,1907,32,12,2,4,10,10,False
2129,train,29,1773736,2680,1003,455,692,21550,48,12,2,4,10,10,False
2130,train,55,1416129,3198,1046,483,747,16507,48,12,2,4,10,10,False
2169,train,39,1205372,3460,1100,330,578,12981,48,12,2,4,10,10,False
2178,train,56,1478022,5857,1194,497,763,14844,48,12,2,4,10,10,False
2224,train,27,230967,4134,1122,503,731,1808,48,12,2,4,10,10,False
2237,train,163,1049226,9467,1662,443,811,9747,48,12,2,4,10,10,False
2254,train,68,1405276,4990,1210,423,705,14897,48,12,2,4,10,10,False
2365,train,86,1436840,4117,1010,431,727,15447,48,12,2,4,10,10,False
2370,train,34,1500212,4249,1093,425,670,16105,48,12,2,4,10,10,False
2403,train,73,1764603,5628,1318,386,665,20295,48,12,2,4,10,10,False
2414,train,29,2117855,2558,970,498,735,23340,48,12,2,4,10,10,False
2457,train,95,2397827,3379,1162,463,768,27698,48,12,2,4,10,10,False
2491,train,34,1882826,2039,942,506,748,21809,48,12,2,4,10,10,False
2567,train,29,1787537,2338,956,409,646,19807,48,12,2,4,10,10,False
2578,train,36,1382645,3920,1187,469,713,15456,48,12,2,4,10,10,False
2590,train,1057,334249,24368,2021,576,1813,3709,48,12,2,4,10,10,True
2636,train,97,514615,10132,1526,488,793,3426,48,12,2,4,10,10,False
2660,train,35,1863918,1764,840,353,595,21140,48,12,2,4,10,10,False
2664,train,104,1927550,4785,1338,473,787,21868,48,12,2,4,10,10,False
2704,train,82,555788,6975,1441,479,769,5163,48,12,2,4,10,10,False
2727,train,28,1416643,1669,846,466,704,16225,48,12,2,4,10,10,False
2778,train,32,1317310,4577,1261,333,574,14867,48,12,2,4,10,10,False
2782,train,337,515942,16835,1837,605,1153,5545,44,12,2,4,10,10,False
2794,train,84,1132857,7767,1428,433,729,11290,48,12,2,4,10,10,False
2811,train,113,362650,8874,984,268,559,2554,32,12,2,4,10,10,False
2874,train,68,1507216,8504,1543,484,762,15896,48,12,2,4,10,10,False
2925,train,509,103462,17490,1639,548,1265,474,44,12,2,4,10,10,False
2948,train,26,829792,7289,1251,527,767,8292,46,12,2,4,10,10,False
2975,train,25,1371247,2546,890,360,594,12941,48,12,2,4,10,10,False
2978,train,40,2051770,1948,779,388,638,21765,48,12,2,4,10,10,False
3002,train,32,2256271,2284,794,361,602,24188,48,12,2,4,10,10,False
3011,train,31,1880713,2700,954,463,704,20152,48,12,2,4,10,10,False
3089,train,190,1105378,15625,1881,617,1017,8809,48,12,2,4,10,10,False
3121,train,365,285004,21024,2080,549,1127,1558,48,12,2,4,10,10,False
3137,train,94,1183271,3392,1093,451,755,12262,48,12,2,4,10,10,False
3179,train,42,676710,2068,783,287,538,7014,48,12,2,4,10,10,False
3188,train,26,1422151,3110,950,453,688,16347,48,12,2,4,10,10,False
3193,train,35,1736229,2179,891,452,694,20044,48,12,2,4,10,10,False
3199,train,46,1332818,1618,805,385,638,14350,48,12,2,4,10,10,False
3207,train,66,1649494,3502,1063,359,630,19245,48,12,2,4,10,10,False
3284,train,455,1614928,18682,2103,455,1120,17689,48,12,2,4,10,10,False
3291,train,62,343427,10843,1510,421,691,1366,46,12,2,4,10,10,False
3360,train,275,981116,11028,1703,510,995,9599,48,12,2,4,10,10,False
3363,train,54,885494,4466,1228,410,673,9840,48,12,2,4,10,10,False
3398,train,31,1776860,1738,891,418,657,20974,48,12,2,4,10,10,False
3413,train,42,2118044,3888,1197,419,670,24122,48,12,2,4,10,10,False
3511,train,139,685237,17985,1825,532,881,4745,48,12,2,4,10,10,False
3520,train,33,973711,4168,1062,392,634,11280,48,12,2,4,10,10,False
3559,train,87,897305,8007,1305,377,674,10240,48,12,2,4,10,10,False
3599,train,114,513089,14989,1955,525,846,3684,48,12,2,4,10,10,False
3602,train,376,273147,24028,2182,577,1166,1243,48,12,2,4,10,10,False
3647,train,38,1026539,3716,1116,324,570,9051,48,12,2,4,10,10,False
3715,train,31,509379,5063,1293,305,544,4904,48,12,2,4,10,10,False
3735,train,28,580693,2726,966,446,684,5430,48,12,2,4,10,10,False
3736,train,55,790656,4908,1012,409,673,6941,48,12,2,4,10,10,False
3771,train,26,1138277,4715,1177,526,760,12193,48,12,2,4,10,10,False
3792,train,35,1297622,3552,1068,529,770,14766,48,12,2,4,10,10,False
3806,train,84,84522,5249,948,338,602,839,32,12,2,4,10,10,False
3809,train,389,1048346,20409,2112,543,1145,11109,48,12,2,4,10,10,False
3846,train,59,1423664,6514,1155,350,587,13471,32,12,2,4,10,10,False
3895,train,64,1922467,3009,1202,545,818,19272,48,12,2,4,10,10,False
3928,train,34,1718066,2747,893,540,779,18206,48,12,2,4,10,10,False
3977,train,43,1746257,4490,1250,369,621,19748,48,12,2,4,10,10,False
3979,train,30,1729902,2026,883,420,656,19700,48,12,2,4,10,10,False
3997,train,93,221672,3978,1005,297,567,1546,32,12,2,4,10,10,False
3999,train,63,394394,11779,1571,396,663,3933,41,12,2,4,10,10,False
4025,train,524,176308,14980,1918,497,1223,1362,41,12,2,4,10,10,False
4064,train,81,1144995,8498,1435,454,744,10054,48,12,2,4,10,10,False
4106,train,40,1499085,9242,1459,453,697,16913,48,12,2,4,10,10,False
4146,train,27,1908998,1762,802,348,585,21504,48,12,2,4,10,10,False
4190,train,279,180900,16926,1731,515,1006,664,46,12,2,4,10,10,False
4250,train,1621,654222,18732,1863,541,1776,6094,48,12,2,4,10,10,True
4266,train,33,550451,5073,1109,521,764,5759,44,12,2,4,10,10,False
4272,train,86,744623,7431,1494,537,833,7722,48,12,2,4,10,10,False
4321,train,1491,811382,24624,1896,539,1767,5882,41,12,2,4,10,10,True
4363,train,31,1467118,1712,773,392,632,16332,48,12,2,4,10,10,False
4394,train,38,479079,4495,1143,428,675,4733,48,12,2,4,10,10,False
4402,train,378,890456,11992,1376,368,925,7350,32,12,2,4,10,10,False
4415,train,188,524622,11063,1466,439,828,5294,41,12,2,4,10,10,False
4535,train,536,851194,21872,1825,512,1246,6312,41,12,2,4,10,10,False
4536,train,820,806852,26619,2018,563,1593,6178,46,12,2,4,10,10,False
4546,train,97,969328,5438,1247,457,761,9767,48,12,2,4,10,10,False
4567,train,27,409699,2327,862,385,621,3864,48,12,2,4,10,10,False
4683,train,47,2296975,4917,1401,485,740,27790,48,12,2,4,10,10,False
4687,train,31,1438029,2731,1073,423,662,17142,48,12,2,4,10,10,False
4706,train,64,1586195,4406,1116,497,769,19660,48,12,2,4,10,10,False
4729,train,123,1483644,6725,1408,537,864,17990,48,12,2,4,10,10,False
4734,train,70,1307551,5417,1438,530,806,15156,48,12,2,4,10,10,False
4745,train,21,1820804,2372,1062,562,794,21163,48,12,2,4,10,10,False
4754,train,65,1515510,4977,1282,461,736,18096,48,12,2,4,10,10,False
4791,train,10,1742646,1812,859,411,628,19648,48,12,2,4,10,10,False
4799,train,27,1587488,2686,1032,464,698,18666,48,12,2,4,10,10,False
4816,train,40,1842134,5006,1304,410,656,21101,48,12,2,4,10,10,False
4850,train,94,1522649,5564,1309,507,810,17580,48,12,2,4,10,10,False
4884,train,25,987210,1680,794,398,631,11344,48,12,2,4,10,10,False
4895,train,27,1231543,2776,950,345,576,13492,48,12,2,4,10,10,False
4908,train,58,1798073,3820,1076,343,611,20371,48,12,2,4,10,10,False
4933,train,83,533818,9015,1299,522,813,5227,48,12,2,4,10,10,False
4951,train,223,610312,12210,1714,526,956,6815,48,12,2,4,10,10,False
5003,train,311,434271,16546,1679,388,902,2964,41,12,2,4,10,10,False
5084,train,48,942323,5598,1326,339,595,10024,48,12,2,4,10,10,False
5183,train,279,1530770,18683,1981,476,965,17203,48,12,2,4,10,10,False
5356,train,25,1814767,2123,931,519,752,21210,48,12,2,4,10,10,False
5370,train,51,1071758,5056,1406,547,803,11391,48,12,2,4,10,10,False
5379,train,143,499138,14348,1549,474,827,3685,48,12,2,4,10,10,False
5380,train,295,621639,17905,2090,618,1122,3694,48,12,2,4,10,10,False
5386,train,347,607154,18012,1799,590,1148,4848,48,12,2,4,10,10,False
5389,train,559,394613,22001,1963,554,1315,2743,41,12,2,4,10,10,False
5406,train,37,1323223,1904,859,418,665,16503,48,12,2,4,10,10,False
5436,train,63,1078707,6716,1487,480,753,12234,48,12,2,4,10,10,False
5443,train,53,864789,6421,1289,425,685,9624,48,12,2,4,10,10,False
5476,train,34,1129258,1973,856,511,753,13426,48,12,2,4,10,10,False
5509,train,50,1711865,2510,992,327,583,20280,48,12,2,4,10,10,False
5551,train,56,1141336,5329,1352,493,759,12361,48,12,2,4,10,10,False
5578,train,30,1583760,1694,803,397,636,17842,48,12,2,4,10,10,False
5644,train,25,2464501,2119,887,372,607,29045,48,12,2,4,10,10,False
5691,train,105,1924802,4381,1274,527,839,22532,48,12,2,4,10,10,False
5739,train,43,1175935,6716,1232,463,711,11832,48,12,2,4,10,10,False
5741,train,838,430909,23215,1958,612,1661,2645,48,12,2,4,10,10,False
5748,train,95,986640,6633,1475,501,804,10768,48,12,2,4,10,10,False
5764,train,37,1405781,3164,1083,392,635,16040,48,12,2,4,10,10,False
5847,train,43,1627259,2320,933,339,588,19371,48,12,2,4,10,10,False
5896,train,24,1679942,2217,825,358,592,19925,48,12,2,4,10,10,False
5927,train,40,2506671,3228,1105,563,814,28033,48,12,2,4,10,10,False
5950,train,96,2199776,6023,1428,533,839,25455,48,12,2,4,10,10,False
5966,train,34,2631353,3534,1050,348,589,29734,48,12,2,4,10,10,False
5996,train,22,2610674,1815,811,355,583,30896,48,12,2,4,10,10,False
6050,train,72,528521,5744,1222,447,727,5547,48,12,2,4,10,10,False
6112,train,28,719727,4355,901,321,558,4479,48,12,2,4,10,10,False
6135,train,594,1575686,16618,1515,384,1156,9581,32,12,2,4,10,10,False
6141,train,27,1214783,2128,871,433,668,14049,48,12,2,4,10,10,False
6189,train,31,963400,2557,847,311,549,10488,48,12,2,4,10,10,False
6210,train,63,1157758,10278,1446,464,736,10124,48,12,2,4,10,10,False
6256,train,40,2289847,3482,1261,461,711,23083,48,12,2,4,10,10,False
6300,train,24,1540264,3964,1162,351,583,16628,48,12,2,4,10,10,False
6313,train,78,823927,8585,1469,461,750,6961,48,12,2,4,10,10,False
6354,train,268,305560,22176,2122,543,1017,2427,48,12,2,4,10,10,False
6355,train,26,285005,4411,1074,440,676,2192,48,12,2,4,10,10,False
6366,train,27,1087031,3749,1163,546,782,12094,48,12,2,4,10,10,False
6433,train,25,950246,6105,1343,399,635,7282,48,12,2,4,10,10,False
6449,train,150,302881,9324,1224,441,801,3099,48,12,2,4,10,10,False
6457,train,65,967907,5305,1236,471,741,10815,48,12,2,4,10,10,False
6502,train,37,414895,11726,1715,504,749,1651,48,12,2,4,10,10,False
6503,train,247,799887,21720,1945,609,1074,4728,44,12,2,4,10,10,False
6505,train,53,1751282,1889,860,413,673,19548,48,12,2,4,10,10,False
6509,train,34,1227787,3826,1118,367,610,14440,48,12,2,4,10,10,False
6527,train,39,1255633,2067,917,466,713,13092,48,12,2,4,10,10,False
6638,train,114,1183964,16972,1746,572,900,13452,48,12,2,4,10,10,False
6671,train,25,1807479,2647,960,607,841,19320,48,12,2,4,10,10,False
6743,train,40,2130418,5077,1289,466,715,24026,48,12,2,4,10,10,False
6757,train,48,1639169,4408,1003,371,629,16874,48,12,2,4,10,10,False
6760,train,33,1671955,2634,927,402,644,18055,48,12,2,4,10,10,False
6777,train,31,1405683,3504,966,387,624,15197,48,12,2,4,10,10,False
6781,train,23,1798882,1981,876,278,509,18947,48,12,2,4,10,10,False
6797,train,40,1388834,6951,1447,460,708,15019,48,12,2,4,10,10,False
6853,train,49,813657,5640,1409,492,751,7388,48,12,2,4,10,10,False
6889,train,25,1543728,4451,1073,442,676,13344,48,12,2,4,10,10,False
6892,train,204,810044,14359,1852,513,926,4763,48,12,2,4,10,10,False
6901,train,171,924162,10921,1671,496,876,5923,48,12,2,4,10,10,False
6904,train,379,1018125,16051,1646,517,1107,5704,44,12,2,4,10,10,False
6916,train,475,782724,22415,2119,496,1169,4160,41,12,2,4,10,10,False
6919,train,544,1875789,22186,2218,534,1285,17004,48,12,2,4,10,10,False
6979,train,34,1156773,4077,1190,496,739,11866,48,12,2,4,10,10,False
7023,train,64,1383869,5225,1301,552,826,15622,48,12,2,4,10,10,False
7029,train,49,1174126,3798,1110,431,688,13254,48,12,2,4,10,10,False
7041,train,115,1162575,6702,1405,377,698,12554,48,12,2,4,10,10,False
7063,train,31,1503428,2643,1087,414,655,15359,48,12,2,4,10,10,False
7071,train,342,886364,19871,2143,543,1094,8856,48,12,2,4,10,10,False
7074,train,32,1538290,1592,747,322,558,16064,48,12,2,4,10,10,False
7113,train,48,1287950,4221,1066,471,730,13949,48,12,2,4,10,10,False
7150,train,42,694658,7157,1143,437,685,8159,48,12,2,4,10,10,False
7161,train,50,807722,3905,1025,408,664,8048,48,12,2,4,10,10,False
7170,train,29,1639996,2454,872,346,582,18816,48,12,2,4,10,10,False
7187,train,106,1351809,10325,1671,528,842,14716,48,12,2,4,10,10,False
7215,train,85,2407429,5691,1403,466,759,27499,48,12,2,4,10,10,False
7224,train,26,1275886,1874,795,344,580,14270,48,12,2,4,10,10,False
7225,train,38,1779594,1775,900,415,658,21034,48,12,2,4,10,10,False
7230,train,67,1513189,3668,1129,471,745,16180,48,12,2,4,10,10,False
7240,train,48,939971,6192,1087,542,798,11179,48,12,2,4,10,10,False
7266,train,36,304012,4416,1123,400,646,3195,48,12,2,4,10,10,False
7275,train,344,274468,16389,1769,506,1058,2246,48,12,2,4,10,10,False
7313,train,93,1181676,18474,2055,576,878,6711,48,12,2,4,10,10,False
7315,train,58,971722,5457,1205,577,841,11588,48,12,2,4,10,10,False
7329,train,59,730593,9531,1452,503,772,6608,48,12,2,4,10,10,False
7342,train,26,774147,2366,874,474,710,8114,48,12,2,4,10,10,False
7351,train,28,1518452,2870,1142,503,740,17308,48,12,2,4,10,10,False
7369,train,52,1464593,4147,1369,536,797,17472,48,12,2,4,10,10,False
7408,train,39,1943400,3237,1076,355,604,22390,48,12,2,4,10,10,False
7431,train,34,1444715,2691,1004,496,738,16598,48,12,2,4,10,10,False
7443,train,41,1665930,2949,976,475,726,18811,48,12,2,4,10,10,False
7555,train,184,302783,28371,2186,518,909,875,48,12,2,4,10,10,False
7665,train,23,607645,2777,973,390,623,5707,48,12,2,4,10,10,False
7693,train,513,2134252,23612,2138,603,1328,22294,48,12,2,4,10,10,False
7742,train,26,2399763,3320,1132,502,741,25592,48,12,2,4,10,10,False
7748,train,26,1255991,2704,1041,386,622,13314,48,12,2,4,10,10,False
7759,train,34,1523126,5036,1358,520,762,15247,48,12,2,4,10,10,False
7799,train,27,2450818,2319,826,422,659,28001,48,12,2,4,10,10,False
7820,train,52,2064651,4291,1244,512,772,23963,48,12,2,4,10,10,False
7844,train,58,1697262,4441,1310,463,730,19749,48,12,2,4,10,10,False
7902,train,79,811188,6592,1400,555,844,9046,48,12,2,4,10,10,False
7909,train,96,395603,11453,1473,542,848,2972,48,12,2,4,10,10,False
8030,train,206,744803,8309,1106,293,677,6960,32,12,2,4,10,10,False
8036,train,501,813188,26410,2273,576,1288,6283,48,12,2,4,10,10,False
8062,train,64,1242476,3791,1159,462,736,14032,48,12,2,4,10,10,False
8099,train,72,817207,7419,1233,477,757,8993,48,12,2,4,10,10,False
8105,train,76,844892,5981,1313,517,797,9499,48,12,2,4,10,10,False
8160,train,27,486228,3940,1002,379,612,3707,48,12,2,4,10,10,False
8211,train,58,1644228,4144,1025,376,638,17732,48,12,2,4,10,10,False
8230,train,624,441291,38593,2158,609,1443,3139,46,12,2,4,10,10,False
8358,train,37,2686361,4056,1221,358,603,31807,48,12,2,4,10,10,False
8361,train,31,2929079,3523,1180,455,695,34165,48,12,2,4,10,10,False
8416,train,28,2705436,2459,995,400,635,32801,48,12,2,4,10,10,False
8420,train,26,2658107,1540,707,268,505,31971,48,12,2,4,10,10,False
8427,train,45,2665888,2576,988,502,753,32108,48,12,2,4,10,10,False
8464,train,34,2237372,3813,1071,586,828,26762,48,12,2,4,10,10,False
8482,train,23,3147923,1997,889,422,653,38269,48,12,2,4,10,10,False
8497,train,23,393983,6447,1202,430,663,3397,48,12,2,4,10,10,False
8503,train,28,1085443,2726,822,375,613,11648,48,12,2,4,10,10,False
8527,train,55,375241,13927,1465,453,718,1580,44,12,2,4,10,10,False
8559,train,33,1806192,3185,1077,430,671,19442,48,12,2,4,10,10,False
8568,train,26,2052670,1560,779,312,547,23690,48,12,2,4,10,10,False
8585,train,160,2436460,6695,1414,462,829,28717,48,12,2,4,10,10,False
8652,train,30,1397427,2792,961,448,688,13885,48,12,2,4,10,10,False
8664,train,56,1238563,5310,1431,572,835,12631,48,12,2,4,10,10,False
8685,train,83,1701417,19659,1754,534,825,16593,48,12,2,4,10,10,False
8737,train,247,1285386,15119,1887,591,1047,12894,48,12,2,4,10,10,False
8782,train,129,696427,9608,1387,441,779,2490,48,12,2,4,10,10,False
8801,train,549,581408,26744,2071,560,1315,2241,46,12,2,4,10,10,False
8827,train,156,720165,18064,2001,490,853,6608,48,12,2,4,10,10,False
8833,train,94,896034,9720,1465,462,763,9349,48,12,2,4,10,10,False
8842,train,98,1662440,7757,1292,499,805,17043,48,12,2,4,10,10,False
8866,train,35,1788835,3194,825,364,608,19472,48,12,2,4,10,10,False
8894,train,58,1377590,4709,1257,432,699,15338,48,12,2,4,10,10,False
8913,train,52,1085716,4016,1148,428,690,11891,48,12,2,4,10,10,False
8918,train,37,1546578,4764,1392,422,669,17409,48,12,2,4,10,10,False
8933,train,188,528652,11331,1390,448,846,6278,48,12,2,4,10,10,False
9022,train,115,1590342,11559,1593,518,843,16678,48,12,2,4,10,10,False
9023,train,80,938090,13556,1635,590,880,9879,48,12,2,4,10,10,False
9036,train,27,1511246,1758,855,428,661,16469,48,12,2,4,10,10,False
9044,train,39,856055,5714,1151,399,646,8729,48,12,2,4,10,10,False
9096,train,168,2011442,9072,1674,502,880,23580,48,12,2,4,10,10,False
9144,train,72,554278,3477,1166,507,788,5927,48,12,2,4,10,10,False
9234,train,85,892245,12968,1704,514,804,5473,48,12,2,4,10,10,False
9240,train,170,784408,13577,1867,577,957,5353,48,12,2,4,10,10,False
9265,train,523,368626,22242,2115,495,1226,2684,48,12,2,4,10,10,False
9288,train,50,470900,2773,972,486,746,4634,48,12,2,4,10,10,False
9292,train,205,1212457,12486,1524,423,837,12666,48,12,2,4,10,10,False
9299,train,59,600470,3526,1087,416,685,6152,48,12,2,4,10,10,False
9306,train,35,978326,6299,1103,445,691,11463,48,12,2,4,10,10,False
9347,train,30,1851749,4235,1175,362,597,20675,48,12,2,4,10,10,False
9399,train,46,1621143,7831,1482,497,752,15856,48,12,2,4,10,10,False
9408,train,25,1301781,3503,1029,432,667,12951,48,12,2,4,10,10,False
9543,train,37,2944862,3377,1049,374,620,32505,48,12,2,4,10,10,False
9554,train,120,2829616,12188,1647,468,799,31572,48,12,2,4,10,10,False
9568,train,1212,2560493,32721,1873,561,1801,24849,48,12,2,4,10,10,True
9593,train,169,3000792,4784,1317,524,903,32695,48,12,2,4,10,10,False
9595,train,62,2558054,4469,1090,429,701,27495,48,12,2,4,10,10,False
9625,train,55,2597038,5593,1353,507,772,26058,48,12,2,4,10,10,False
9697,train,76,3469358,5244,1314,534,820,39722,48,12,2,4,10,10,False
9730,train,32,1819912,2988,1276,395,636,18509,48,12,2,4,10,10,False
9734,train,63,1396375,9492,1621,545,817,13779,48,12,2,4,10,10,False
9738,train,29,2172964,2600,954,417,656,22848,48,12,2,4,10,10,False
9773,train,47,1369273,4780,1254,403,658,13727,48,12,2,4,10,10,False
9813,train,67,267963,7741,1260,367,642,2863,48,12,2,4,10,10,False
9844,train,36,1448187,6250,1328,417,661,15729,48,12,2,4,10,10,False
9858,train,400,1631013,18180,2094,589,1197,17486,48,12,2,4,10,10,False
9880,train,79,818827,12985,1448,537,826,6846,48,12,2,4,10,10,False
9903,train,71,1440102,4731,1128,430,708,15401,48,12,2,4,10,10,False
9916,train,25,475046,3246,1019,386,622,3914,48,12,2,4,10,10,False
9945,train,36,1167499,5118,1338,524,770,12790,48,12,2,4,10,10,False
10011,train,33,1147006,6756,1467,391,631,10820,48,12,2,4,10,10,False
10063,train,61,814456,5506,1284,366,638,7323,48,12,2,4,10,10,False
10074,train,46,1154110,5574,1417,492,747,12247,48,12,2,4,10,10,False
10105,train,101,2059573,10697,1678,520,822,22894,48,12,2,4,10,10,False
10177,train,52,1530258,5968,1506,581,844,15357,48,12,2,4,10,10,False
10206,train,203,1330548,11489,1669,539,951,13172,48,12,2,4,10,10,False
10227,train,32,2039804,1586,895,436,674,24294,48,12,2,4,10,10,False
10237,train,49,1948729,3551,999,360,615,21615,48,12,2,4,10,10,False
10258,train,298,459467,15002,1872,569,1077,2354,48,12,2,4,10,10,False
10268,train,92,949214,14258,1810,557,855,4899,48,12,2,4,10,10,False
10356,train,25,1443315,2470,1070,462,696,15184,48,12,2,4,10,10,False
10376,train,438,1694200,20685,2291,531,1177,17473,48,12,2,4,10,10,False
10396,train,71,1896696,7216,1480,525,805,20319,48,12,2,4,10,10,False
10397,train,66,1399996,8321,1637,575,851,15464,48,12,2,4,10,10,False
10470,train,60,449524,11094,1720,522,793,4486,48,12,2,4,10,10,False
10484,train,154,1721547,12316,1915,470,833,15933,48,12,2,4,10,10,False
10534,train,483,216071,22096,2332,532,1222,1946,48,12,2,4,10,10,False
10547,train,73,563347,5838,1052,436,720,5907,48,12,2,4,10,10,False
10592,train,80,1639636,7452,1580,499,786,18714,48,12,2,4,10,10,False
10626,train,87,500565,11448,1569,452,748,3653,44,12,2,4,10,10,False
10733,train,38,1039673,2567,1025,337,585,11195,48,12,2,4,10,10,False
10793,train,75,1177308,6004,1322,509,794,11711,48,12,2,4,10,10,False
10796,train,38,1078025,5449,1256,445,696,11554,48,12,2,4,10,10,False
10811,train,565,1384013,15955,2068,559,1334,15983,48,12,2,4,10,10,False
10862,train,88,1306768,5650,1291,434,733,15407,48,12,2,4,10,10,False
10865,train,39,935345,3568,1036,506,754,11114,48,12,2,4,10,10,False
10959,train,45,1066927,2923,1033,414,669,11099,48,12,2,4,10,10,False
11024,train,151,221153,19020,1891,500,860,1366,48,12,2,4,10,10,False
