node,split,raw_target_tokens,raw_neighbor_tokens,trimmed_neighbor_raw_tokens,node_summary_tokens,metapath_summary_tokens,final_prompt_tokens,num_neighbors_full,num_neighbors_trimmed,num_metapaths,K,M,B_node,B_meta,target_truncated
33041,test,26,1508635,3339,1090,413,645,17251,48,12,2,4,10,10,False
33044,test,34,782541,2694,926,369,611,9038,48,12,2,4,10,10,False
33046,test,91,1832335,8018,1628,565,868,21639,48,12,2,4,10,10,False
33048,test,28,1148857,2201,881,473,709,13434,48,12,2,4,10,10,False
33049,test,147,1901382,11709,1610,530,883,22387,48,12,2,4,10,10,False
33055,test,157,878552,13760,1790,530,897,9271,48,12,2,4,10,10,False
33060,test,47,2065143,2457,961,320,573,24169,48,12,2,4,10,10,False
33068,test,33,1562511,2553,960,498,744,16915,48,12,2,4,10,10,False
33074,test,90,2179102,10532,1758,583,879,25295,48,12,2,4,10,10,False
33078,test,48,1908270,2802,1011,379,636,22057,48,12,2,4,10,10,False
33079,test,40,2080213,4662,1350,443,693,24838,48,12,2,4,10,10,False
33083,test,215,1781343,10300,1820,533,960,20693,48,12,2,4,10,10,False
33086,test,55,1973621,5426,1187,536,798,23361,48,12,2,4,10,10,False
33088,test,32,1894895,2710,1035,478,717,22250,48,12,2,4,10,10,False
33091,test,39,1663503,3307,1033,331,579,19375,48,12,2,4,10,10,False
33098,test,49,1654334,4846,1056,356,615,17377,48,12,2,4,10,10,False
33100,test,56,1619197,5743,1157,498,764,17648,48,12,2,4,10,10,False
33101,test,28,2534875,2199,933,553,791,28313,48,12,2,4,10,10,False
33103,test,146,2767357,8897,1673,442,796,30237,48,12,2,4,10,10,False
33104,test,32,2935300,2689,902,385,629,33680,48,12,2,4,10,10,False
33107,test,164,2041754,7813,1441,430,802,21358,48,12,2,4,10,10,False
33115,test,46,2822270,3968,1237,371,617,32236,48,12,2,4,10,10,False
33117,test,38,2710767,3631,985,445,693,30901,48,12,2,4,10,10,False
33119,test,59,1968581,5698,1290,499,768,19936,48,12,2,4,10,10,False
33121,test,114,2107858,12237,1501,406,726,22494,48,12,2,4,10,10,False
33129,test,154,2751769,6789,1241,422,781,30832,48,12,2,4,10,10,False
33134,test,33,1942428,2627,1070,441,684,20880,48,12,2,4,10,10,False
33135,test,78,2604835,4253,1096,385,675,29356,48,12,2,4,10,10,False
33145,test,108,1762424,9068,1422,385,701,17655,48,12,2,4,10,10,False
33149,test,36,2190481,2307,936,507,753,23012,48,12,2,4,10,10,False
33150,test,54,2836050,4304,1257,483,741,30966,48,12,2,4,10,10,False
33161,test,75,2381586,4188,1305,473,758,25662,48,12,2,4,10,10,False
33165,test,101,2268178,8774,1712,553,863,23728,48,12,2,4,10,10,False
33166,test,128,1674502,10069,1622,411,748,17967,48,12,2,4,10,10,False
33167,test,34,2359273,4327,1165,384,627,25320,48,12,2,4,10,10,False
33170,test,30,2804011,1501,717,340,577,31557,48,12,2,4,10,10,False
33174,test,36,1495789,4730,1321,436,683,15772,48,12,2,4,10,10,False
33182,test,43,2021599,2851,919,405,652,21219,48,12,2,4,10,10,False
33186,test,202,1648010,12901,1819,509,919,17990,48,12,2,4,10,10,False
33188,test,103,2764019,8828,1441,532,835,31474,48,12,2,4,10,10,False
33189,test,47,2261793,2509,974,398,655,24486,48,12,2,4,10,10,False
33194,test,72,2751869,7508,1272,494,767,31190,48,12,2,4,10,10,False
33198,test,175,2785015,17337,1762,611,994,31722,48,12,2,4,10,10,False
33202,test,69,1875834,5959,1376,494,774,19798,48,12,2,4,10,10,False
33204,test,31,2724438,1967,922,468,707,30752,48,12,2,4,10,10,False
33205,test,169,1930680,12631,1812,399,778,20494,48,12,2,4,10,10,False
33209,test,97,2303007,5495,1331,519,824,24370,48,12,2,4,10,10,False
33211,test,88,2673308,9227,1667,438,732,30261,48,12,2,4,10,10,False
33230,test,296,1317869,16967,1762,496,1000,13472,48,12,2,4,10,10,False
33238,test,27,2760958,1698,869,455,689,31037,48,12,2,4,10,10,False
33242,test,88,2325456,4825,1253,574,870,25287,48,12,2,4,10,10,False
33244,test,56,2446815,3851,1163,482,748,26645,48,12,2,4,10,10,False
33252,test,58,2285714,6661,1333,459,722,24501,48,12,2,4,10,10,False
33255,test,77,2631619,6350,1159,530,809,29898,48,12,2,4,10,10,False
33258,test,27,2570642,3102,1069,534,770,28799,48,12,2,4,10,10,False
33259,test,387,2793433,14157,1828,490,1086,32153,48,12,2,4,10,10,False
33261,test,153,2782536,11539,1564,612,970,31724,48,12,2,4,10,10,False
33270,test,275,2737286,9218,1673,502,987,30007,48,12,2,4,10,10,False
33272,test,23,2754277,3279,1066,467,701,31382,48,12,2,4,10,10,False
33282,test,131,2006292,9653,1432,351,691,20750,48,12,2,4,10,10,False
33283,test,102,2304327,7710,1377,517,829,23917,48,12,2,4,10,10,False
33294,test,22,1998107,3900,1188,463,694,21027,48,12,2,4,10,10,False
33307,test,509,2894105,16091,1758,536,1250,33109,48,12,2,4,10,10,False
33308,test,26,2428912,1539,762,320,558,26561,48,12,2,4,10,10,False
33311,test,200,1897551,10163,1514,429,839,20285,48,12,2,4,10,10,False
33327,test,87,1965436,7047,1582,621,918,21336,48,12,2,4,10,10,False
33332,test,35,2207557,2856,904,329,571,22844,48,12,2,4,10,10,False
33335,test,27,1828155,5631,1322,557,792,19259,48,12,2,4,10,10,False
33337,test,36,2787314,1896,856,486,732,31452,48,12,2,4,10,10,False
33344,test,74,1830470,8867,1426,537,821,19583,48,12,2,4,10,10,False
33345,test,95,1853011,8585,1559,460,765,19629,48,12,2,4,10,10,False
33349,test,24,2301242,1648,867,421,654,24853,48,12,2,4,10,10,False
33363,test,49,1924349,4475,1218,411,667,19419,48,12,2,4,10,10,False
33365,test,75,2645163,5475,1211,497,782,29643,48,12,2,4,10,10,False
33369,test,155,1326403,9546,1486,404,770,14151,48,12,2,4,10,10,False
33376,test,46,2475091,3231,1022,356,610,26977,48,12,2,4,10,10,False
33380,test,166,1610531,10558,1487,435,811,17456,48,12,2,4,10,10,False
33383,test,107,2428156,10576,1742,552,866,26559,48,12,2,4,10,10,False
33385,test,173,1792513,8579,1209,385,766,18676,48,12,2,4,10,10,False
33386,test,57,2765357,7076,1489,449,715,30816,48,12,2,4,10,10,False
33388,test,25,2432909,3607,1131,435,662,26504,48,12,2,4,10,10,False
33391,test,221,1673451,13965,1515,289,721,17504,48,12,2,4,10,10,False
33401,test,51,2199527,5061,1324,416,674,22965,48,12,2,4,10,10,False
33404,test,211,1793412,12484,1565,406,823,19001,48,12,2,4,10,10,False
33405,test,264,2932712,17909,2034,577,1054,31377,48,12,2,4,10,10,False
33409,test,26,1850111,2463,963,440,675,19666,48,12,2,4,10,10,False
33420,test,31,1867434,3033,1086,359,600,19996,48,12,2,4,10,10,False
33422,test,38,1695375,3372,1107,350,598,18631,48,12,2,4,10,10,False
33441,test,51,1959450,5752,1384,568,827,20415,48,12,2,4,10,10,False
33442,test,32,2447865,2363,852,326,568,26293,48,12,2,4,10,10,False
33452,test,27,2679436,3196,984,473,710,30337,48,12,2,4,10,10,False
33455,test,193,1941026,14320,1863,454,849,19984,48,12,2,4,10,10,False
33464,test,23,1952756,2427,985,497,725,20947,48,12,2,4,10,10,False
33468,test,101,1948046,6842,1448,488,795,21033,48,12,2,4,10,10,False
33471,test,39,2314212,4064,1152,453,700,24762,48,12,2,4,10,10,False
33472,test,139,1661425,7275,1375,401,748,18403,48,12,2,4,10,10,False
33473,test,28,2768236,2622,1001,368,606,31493,48,12,2,4,10,10,False
33475,test,37,2709311,3209,1005,417,659,30935,48,12,2,4,10,10,False
33485,test,125,1760804,9000,1457,426,761,18307,48,12,2,4,10,10,False
33486,test,50,2379819,3655,1111,467,727,25607,48,12,2,4,10,10,False
33491,test,17,2460742,2037,847,417,642,26776,48,12,2,4,10,10,False
33494,test,40,1989308,5865,1501,444,695,20664,48,12,2,4,10,10,False
33498,test,190,2394370,9781,1530,516,912,25975,48,12,2,4,10,10,False
33503,test,141,2767975,11429,1706,570,918,30954,48,12,2,4,10,10,False
33504,test,152,1887268,9522,1711,438,800,20222,48,12,2,4,10,10,False
33508,test,62,1877521,5768,1304,525,787,19864,48,12,2,4,10,10,False
33511,test,418,1462247,12048,1714,559,1186,14421,48,12,2,4,10,10,False
33517,test,71,2309729,4304,1274,373,653,26362,48,12,2,4,10,10,False
33520,test,149,1292651,15146,1722,511,870,13744,48,12,2,4,10,10,False
33522,test,39,1239968,3642,983,244,492,12967,48,12,2,4,10,10,False
33523,test,30,1154162,2590,947,259,498,11959,48,12,2,4,10,10,False
33530,test,410,1144998,14338,1684,605,1224,12050,48,12,2,4,10,10,False
33535,test,150,1400808,7359,1193,323,682,14126,48,12,2,4,10,10,False
33543,test,91,2302530,6521,1344,487,788,26345,48,12,2,4,10,10,False
33547,test,207,1239068,12065,1666,515,930,12761,48,12,2,4,10,10,False
33549,test,98,997467,8136,1168,476,782,9647,48,12,2,4,10,10,False
33559,test,172,1296296,8300,1531,465,847,13387,48,12,2,4,10,10,False
33566,test,341,1510980,14725,1898,498,1049,15797,48,12,2,4,10,10,False
33580,test,86,2274039,5976,1342,594,890,24427,48,12,2,4,10,10,False
33586,test,45,2297270,2580,1053,499,754,24612,48,12,2,4,10,10,False
33588,test,38,2295762,2206,939,369,617,25360,48,12,2,4,10,10,False
33591,test,138,1174193,10675,1520,389,735,12307,48,12,2,4,10,10,False
33593,test,145,1325285,8550,1346,369,722,14147,48,12,2,4,10,10,False
33597,test,23,2493832,2271,904,251,481,26887,48,12,2,4,10,10,False
33607,test,44,1943154,5962,1196,373,624,20054,48,12,2,4,10,10,False
33610,test,109,2318261,7785,1409,540,859,25663,48,12,2,4,10,10,False
33615,test,58,2383991,4060,1140,447,715,27273,48,12,2,4,10,10,False
33618,test,23,1149724,4235,1115,444,676,12092,48,12,2,4,10,10,False
33619,test,38,1948365,4615,1226,495,743,20873,48,12,2,4,10,10,False
33623,test,66,1665510,11390,1549,493,768,17074,48,12,2,4,10,10,False
33627,test,61,1528515,4562,1138,416,687,15329,48,12,2,4,10,10,False
33635,test,62,1407705,6909,1459,467,738,14497,48,12,2,4,10,10,False
33641,test,79,1140767,5760,1316,348,635,12017,48,12,2,4,10,10,False
33643,test,479,2183915,22331,2036,638,1324,24550,48,12,2,4,10,10,False
33648,test,41,1533233,5216,1247,526,776,16015,48,12,2,4,10,10,False
33650,test,39,1775301,2859,931,375,624,18891,48,12,2,4,10,10,False
33666,test,41,2226126,4942,1162,417,666,23632,48,12,2,4,10,10,False
33671,test,50,2286521,3403,1073,383,641,25844,48,12,2,4,10,10,False
33678,test,276,1559261,10965,1477,502,986,15320,48,12,2,4,10,10,False
33679,test,64,1556403,5433,1454,407,680,16538,48,12,2,4,10,10,False
33680,test,155,1062452,10122,1458,414,779,11016,48,12,2,4,10,10,False
33684,test,210,1300094,9159,1502,456,869,12949,48,12,2,4,10,10,False
33688,test,35,1278610,3257,1255,365,609,13494,48,12,2,4,10,10,False
33701,test,109,2468416,7410,1260,434,754,28575,48,12,2,4,10,10,False
33703,test,53,1403426,5687,1177,365,627,15950,48,12,2,4,10,10,False
33704,test,41,1592922,3979,1243,355,605,17881,48,12,2,4,10,10,False
33709,test,25,1217242,2765,999,374,607,13994,48,12,2,4,10,10,False
33724,test,34,2391129,3272,998,291,533,27942,48,12,2,4,10,10,False
33747,test,98,2475273,6014,1363,470,775,29341,48,12,2,4,10,10,False
33750,test,41,1360821,5982,1251,424,674,15454,48,12,2,4,10,10,False
33754,test,54,1213841,4387,1123,339,601,13424,48,12,2,4,10,10,False
33762,test,115,2085768,4973,1330,459,784,23476,48,12,2,4,10,10,False
33763,test,54,1436201,3773,1104,415,672,15993,48,12,2,4,10,10,False
33776,test,79,1257503,5203,1279,523,812,14239,48,12,2,4,10,10,False
33783,test,127,2409140,7945,1585,448,781,27049,48,12,2,4,10,10,False
33784,test,158,1377961,13678,1625,453,819,15876,48,12,2,4,10,10,False
33788,test,32,2422186,2113,953,398,639,27147,48,12,2,4,10,10,False
33789,test,98,1322459,6601,1225,295,603,14518,48,12,2,4,10,10,False
33791,test,68,2456666,5655,1389,338,608,28710,48,12,2,4,10,10,False
33794,test,64,1545193,5839,1319,528,795,17226,48,12,2,4,10,10,False
33795,test,115,1501127,5675,1173,417,742,16567,48,12,2,4,10,10,False
33797,test,92,1942833,4954,1563,526,826,21401,48,12,2,4,10,10,False
33808,test,26,1292542,2646,991,304,540,15088,48,12,2,4,10,10,False
33817,test,60,1631268,3870,1114,536,807,17339,48,12,2,4,10,10,False
33822,test,24,1710203,5067,1112,430,658,18401,48,12,2,4,10,10,False
33823,test,108,2496958,5085,1235,481,795,28041,48,12,2,4,10,10,False
33830,test,401,1254794,21395,1748,419,1030,14255,48,12,2,4,10,10,False
33831,test,59,2423382,4260,1305,424,691,28346,48,12,2,4,10,10,False
33840,test,235,1526038,13608,1704,589,1031,16735,48,12,2,4,10,10,False
33847,test,25,2416929,2577,1110,456,691,27156,48,12,2,4,10,10,False
33851,test,59,1274189,5391,1300,400,665,14627,48,12,2,4,10,10,False
33861,test,39,1168021,5040,1155,459,708,13783,48,12,2,4,10,10,False
33862,test,29,1845394,3321,1245,386,624,20655,48,12,2,4,10,10,False
33864,test,44,2500455,2887,1329,356,604,29282,48,12,2,4,10,10,False
33870,test,34,2524110,3605,1270,404,642,29674,48,12,2,4,10,10,False
33878,test,40,1163015,2689,1002,329,578,13267,48,12,2,4,10,10,False
33890,test,30,2435468,2643,1020,448,681,28500,48,12,2,4,10,10,False
33894,test,76,1493052,4804,980,295,579,17194,48,12,2,4,10,10,False
33896,test,65,1904091,4335,1308,528,801,20624,48,12,2,4,10,10,False
33903,test,52,1423532,5584,1434,461,723,16287,48,12,2,4,10,10,False
33925,test,27,2484762,2828,1052,284,509,29022,48,12,2,4,10,10,False
33928,test,27,1919757,1646,704,309,546,21710,48,12,2,4,10,10,False
33929,test,82,1244573,8420,1270,470,762,14404,48,12,2,4,10,10,False
33945,test,43,1578348,4255,1213,371,624,17548,48,12,2,4,10,10,False
33949,test,118,1656915,8852,1692,528,856,18032,48,12,2,4,10,10,False
33961,test,48,1402157,4684,1201,420,676,15939,48,12,2,4,10,10,False
33966,test,79,1406134,4637,1053,366,656,16053,48,12,2,4,10,10,False
33972,test,120,2091109,9482,1606,525,855,23634,48,12,2,4,10,10,False
33973,test,44,1418296,3070,966,250,504,16245,48,12,2,4,10,10,False
33974,test,24,1504437,2585,875,344,576,16380,48,12,2,4,10,10,False
33986,test,82,1473274,6251,1287,478,764,16271,48,12,2,4,10,10,False
33993,test,40,1211823,4045,1096,379,629,13981,48,12,2,4,10,10,False
33995,test,37,1368567,2698,868,381,627,15914,48,12,2,4,10,10,False
33998,test,44,2457284,3617,1142,377,627,28735,48,12,2,4,10,10,False
34002,test,26,1500315,1749,875,471,707,16729,48,12,2,4,10,10,False
34005,test,36,2026320,2354,949,410,655,23980,48,12,2,4,10,10,False
34007,test,30,1523490,2456,898,423,661,17122,48,12,2,4,10,10,False
34013,test,67,2122520,3242,1131,568,842,24934,48,12,2,4,10,10,False
34017,test,49,1588236,4299,1187,558,816,17750,48,12,2,4,10,10,False
34018,test,21,1786606,2406,939,393,624,19608,48,12,2,4,10,10,False
34027,test,24,2016457,1961,942,360,593,23696,48,12,2,4,10,10,False
34028,test,32,1224989,4438,1171,505,745,13045,48,12,2,4,10,10,False
34032,test,30,1541530,2256,1092,377,615,16561,48,12,2,4,10,10,False
34042,test,52,1563397,3144,1065,356,616,17035,48,12,2,4,10,10,False
34045,test,101,1311345,7470,1365,435,746,13558,48,12,2,4,10,10,False
34046,test,49,2091763,3086,1082,370,627,24681,48,12,2,4,10,10,False
34049,test,80,1742341,5056,1284,483,772,19784,48,12,2,4,10,10,False
34051,test,38,2143690,3403,1049,429,676,25613,48,12,2,4,10,10,False
34054,test,22,1573373,1538,690,280,510,17649,48,12,2,4,10,10,False
34059,test,23,1976071,3164,1024,358,592,22899,48,12,2,4,10,10,False
34064,test,66,1983719,5185,1294,456,735,23075,48,12,2,4,10,10,False
34078,test,59,900596,5764,1283,455,723,10024,48,12,2,4,10,10,False
34087,test,67,2521007,3929,1227,517,791,27586,48,12,2,4,10,10,False
34122,test,129,2597034,9876,1595,473,807,29908,48,12,2,4,10,10,False
34133,test,116,1718775,6496,1466,454,777,17588,48,12,2,4,10,10,False
34134,test,32,1199222,4536,1270,354,596,12782,48,12,2,4,10,10,False
34156,test,68,2597378,6197,1313,425,696,28159,48,12,2,4,10,10,False
34158,test,53,1610254,5202,1165,306,563,16750,48,12,2,4,10,10,False
34162,test,41,2505355,3882,1136,412,662,28544,48,12,2,4,10,10,False
34165,test,38,2530544,2076,833,315,556,29311,48,12,2,4,10,10,False
34180,test,28,1504877,2438,908,344,581,15630,48,12,2,4,10,10,False
34182,test,181,2140149,11389,1741,379,768,23446,48,12,2,4,10,10,False
34186,test,120,2110349,4623,1181,531,861,22909,48,12,2,4,10,10,False
34189,test,33,2173126,2222,890,309,549,23521,48,12,2,4,10,10,False
34195,test,70,2576215,5648,1434,548,828,29662,48,12,2,4,10,10,False
34204,test,47,2361545,2459,1037,478,734,26804,48,12,2,4,10,10,False
34215,test,368,1651131,14381,1591,438,1016,17602,48,12,2,4,10,10,False
34220,test,77,2585511,6570,1434,538,825,29632,48,12,2,4,10,10,False
34221,test,80,2019165,7043,1493,439,727,21889,48,12,2,4,10,10,False
34222,test,36,2032886,3799,1143,371,616,21200,48,12,2,4,10,10,False
34223,test,43,2190190,3771,1174,473,726,23962,48,12,2,4,10,10,False
34226,test,60,1674080,6786,1425,400,672,18051,48,12,2,4,10,10,False
34239,test,30,2192306,5180,1362,459,695,24075,48,12,2,4,10,10,False
34241,test,26,2514504,1498,768,208,443,27534,48,12,2,4,10,10,False
34244,test,26,2170830,1862,1071,470,709,23786,48,12,2,4,10,10,False
34246,test,43,1371866,3656,1157,548,796,15005,48,12,2,4,10,10,False
34248,test,41,2175484,5652,1224,414,663,22882,48,12,2,4,10,10,False
34253,test,29,2585911,1932,913,336,575,28085,48,12,2,4,10,10,False
34254,test,152,1783579,9181,1643,470,830,19128,48,12,2,4,10,10,False
34260,test,26,2553945,1406,755,264,500,29541,48,12,2,4,10,10,False
34261,test,30,1966201,2493,932,309,549,20387,48,12,2,4,10,10,False
34263,test,60,1320556,9358,1286,534,801,13486,48,12,2,4,10,10,False
34276,test,25,2553977,2076,775,224,457,29542,48,12,2,4,10,10,False
34290,test,59,1679682,8070,1528,435,702,18398,48,12,2,4,10,10,False
34296,test,24,2367064,2483,1013,353,580,26699,48,12,2,4,10,10,False
34300,test,58,2534498,3819,1168,385,652,29303,48,12,2,4,10,10,False
34313,test,31,2003412,2104,922,327,568,21762,48,12,2,4,10,10,False
34320,test,137,2129882,9726,1661,515,862,23457,48,12,2,4,10,10,False
34322,test,45,2588848,5637,1198,505,760,29354,48,12,2,4,10,10,False
34323,test,57,2200141,5305,1304,527,793,23841,48,12,2,4,10,10,False
34328,test,91,1477657,7684,1454,462,760,16489,48,12,2,4,10,10,False
34329,test,45,1444602,6520,1476,485,740,15855,48,12,2,4,10,10,False
34330,test,30,2228457,3088,1049,403,642,24331,48,12,2,4,10,10,False
34332,test,27,2564974,2656,973,482,719,29603,48,12,2,4,10,10,False
34336,test,27,2553334,1510,793,292,529,29454,48,12,2,4,10,10,False
34338,test,59,2553731,5061,1284,460,721,29543,48,12,2,4,10,10,False
34350,test,166,2517067,11604,1804,481,856,26950,48,12,2,4,10,10,False
34373,test,115,1596081,7623,1526,571,896,15228,48,12,2,4,10,10,False
34374,test,120,1971886,5946,1627,515,844,21184,48,12,2,4,10,10,False
34380,test,28,2519129,2028,1077,491,728,27563,48,12,2,4,10,10,False
34384,test,567,1511822,18206,1718,468,1245,16593,48,12,2,4,10,10,False
34391,test,52,1991076,4180,1014,330,593,21509,48,12,2,4,10,10,False
34394,test,37,2075812,1809,806,308,548,22093,48,12,2,4,10,10,False
34395,test,33,2521870,1857,772,294,533,28932,48,12,2,4,10,10,False
34407,test,52,2124354,3195,1253,410,672,23360,48,12,2,4,10,10,False
34408,test,57,2131690,4668,1298,421,688,23289,48,12,2,4,10,10,False
34422,test,47,1412915,6329,1087,312,567,15429,48,12,2,4,10,10,False
34427,test,72,2346080,7425,1517,444,726,26284,48,12,2,4,10,10,False
34429,test,139,1526150,9323,1584,546,896,16162,48,12,2,4,10,10,False
34432,test,104,1532515,8994,1594,426,740,16145,48,12,2,4,10,10,False
34439,test,55,1550343,4523,1309,450,715,16592,48,12,2,4,10,10,False
34444,test,25,1480019,1601,713,285,518,16404,48,12,2,4,10,10,False
34455,test,143,2022229,7975,1566,422,777,22637,48,12,2,4,10,10,False
34458,test,37,2396849,3613,1215,497,741,26801,48,12,2,4,10,10,False
34461,test,32,1950907,4264,1167,447,692,21990,48,12,2,4,10,10,False
34467,test,98,1461941,4380,1424,382,691,16043,48,12,2,4,10,10,False
34472,test,77,1516285,6794,1305,492,776,16984,48,12,2,4,10,10,False
34473,test,42,2335869,3756,858,294,542,26219,48,12,2,4,10,10,False
34484,test,61,2174589,3488,1143,439,705,25461,48,12,2,4,10,10,False
34489,test,51,1435379,5254,1118,327,588,15448,48,12,2,4,10,10,False
34491,test,34,2412089,1661,855,329,565,28068,48,12,2,4,10,10,False
34494,test,23,1980819,2392,868,360,593,22166,48,12,2,4,10,10,False
34495,test,85,1218489,12723,1613,544,839,13791,48,12,2,4,10,10,False
34501,test,93,1659385,7046,1398,447,749,17756,48,12,2,4,10,10,False
34502,test,58,1879635,5055,1201,542,807,21102,48,12,2,4,10,10,False
34503,test,34,1765566,4176,1231,473,717,19579,48,12,2,4,10,10,False
34505,test,27,2455134,1473,738,228,465,29078,48,12,2,4,10,10,False
34509,test,45,1509476,8372,1495,443,695,16066,48,12,2,4,10,10,False
34515,test,97,1852119,6966,1464,385,683,20715,48,12,2,4,10,10,False
34517,test,43,1792853,3130,1074,447,700,19875,48,12,2,4,10,10,False
34525,test,44,1899773,7132,1465,484,733,21306,48,12,2,4,10,10,False
34531,test,83,1585208,3767,1128,391,684,17763,48,12,2,4,10,10,False
34535,test,46,1257934,2809,821,279,535,14505,48,12,2,4,10,10,False
34539,test,29,1833621,2289,1067,396,633,19570,48,12,2,4,10,10,False
34559,test,64,2340149,3919,1074,305,576,27852,48,12,2,4,10,10,False
34564,test,36,2381202,3830,1359,467,709,28182,48,12,2,4,10,10,False
34565,test,59,2346076,5112,1220,357,625,27422,48,12,2,4,10,10,False
34576,test,28,2325508,1553,822,222,453,27575,48,12,2,4,10,10,False
34577,test,51,2018230,4038,1276,422,683,22870,48,12,2,4,10,10,False
34583,test,61,2338996,3956,1095,398,662,26232,48,12,2,4,10,10,False
34589,test,28,1758280,2225,810,436,675,18924,48,12,2,4,10,10,False
34590,test,74,1563171,6486,1365,393,674,17180,48,12,2,4,10,10,False
34595,test,26,2007263,2289,851,412,648,22613,48,12,2,4,10,10,False
34596,test,36,1507293,3337,1055,387,633,15939,48,12,2,4,10,10,False
34601,test,55,1975379,4624,1265,506,767,22184,48,12,2,4,10,10,False
34610,test,31,2034156,2690,1003,392,630,22884,48,12,2,4,10,10,False
34611,test,42,1539693,3236,1208,419,667,16619,48,12,2,4,10,10,False
34627,test,29,2207131,3522,1036,442,679,26121,48,12,2,4,10,10,False
34629,test,34,1858261,2300,907,346,584,20023,48,12,2,4,10,10,False
34631,test,25,2491523,1944,944,396,633,29150,48,12,2,4,10,10,False
34635,test,43,1566413,4770,1037,336,584,16948,48,12,2,4,10,10,False
34638,test,27,1585556,2368,918,322,558,16941,48,12,2,4,10,10,False
34642,test,33,1709469,4413,1105,318,557,18324,48,12,2,4,10,10,False
34644,test,70,2300848,6712,1495,479,758,27041,48,12,2,4,10,10,False
34648,test,37,1535038,2510,892,544,788,16913,48,12,2,4,10,10,False
34659,test,25,2346039,1721,764,246,481,26270,48,12,2,4,10,10,False
34669,test,30,2410646,2745,964,412,652,28520,48,12,2,4,10,10,False
34676,test,24,1842469,1790,758,299,527,20786,48,12,2,4,10,10,False
34679,test,69,1324434,5357,1253,334,611,15475,48,12,2,4,10,10,False
34680,test,115,2357851,5814,1359,437,759,28027,48,12,2,4,10,10,False
34690,test,35,1334180,6359,1229,355,598,15073,48,12,2,4,10,10,False
34693,test,26,1839152,4182,1203,419,651,20402,48,12,2,4,10,10,False
34695,test,30,1584540,4867,1301,457,697,17021,48,12,2,4,10,10,False
34701,test,196,2103483,11059,1671,589,991,24506,48,12,2,4,10,10,False
34703,test,57,1202452,5044,1279,487,750,13739,48,12,2,4,10,10,False
34712,test,22,2170025,1779,820,321,552,25514,48,12,2,4,10,10,False
34720,test,56,2386160,5210,1501,425,690,28338,48,12,2,4,10,10,False
34721,test,36,2041023,2760,1147,381,626,22803,48,12,2,4,10,10,False
34723,test,36,2408574,2299,843,373,618,28516,48,12,2,4,10,10,False
34725,test,44,2223338,7464,1369,441,689,26004,48,12,2,4,10,10,False
34729,test,51,2392047,3726,1101,331,595,27946,48,12,2,4,10,10,False
34731,test,90,2427643,11340,1853,473,771,27058,48,12,2,4,10,10,False
34733,test,30,1407474,2060,895,344,586,15371,48,12,2,4,10,10,False
34738,test,26,2504557,1392,767,244,478,29185,48,12,2,4,10,10,False
34746,test,22,2076021,2220,939,366,596,23025,48,12,2,4,10,10,False
34751,test,74,2697477,5495,1274,332,615,30359,48,12,2,4,10,10,False
34757,test,39,2394666,2925,1044,549,794,26923,48,12,2,4,10,10,False
34759,test,57,2713417,4294,1267,490,753,31867,48,12,2,4,10,10,False
34769,test,27,2750267,2100,921,322,559,31134,48,12,2,4,10,10,False
34779,test,67,2718301,6774,1305,533,809,30588,48,12,2,4,10,10,False
34786,test,142,2206056,6952,1573,374,719,24913,48,12,2,4,10,10,False
34787,test,81,2792330,5720,1444,469,760,32998,48,12,2,4,10,10,False
34792,test,62,2170132,3751,1438,333,605,24415,48,12,2,4,10,10,False
34800,test,157,2775000,7935,1727,509,871,31435,48,12,2,4,10,10,False
34802,test,38,1752040,3576,1049,517,763,19178,48,12,2,4,10,10,False
34803,test,103,2904274,5320,1184,447,756,34356,48,12,2,4,10,10,False
34812,test,242,2846493,13185,1547,536,988,32151,48,12,2,4,10,10,False
34817,test,110,2657424,4559,1238,493,810,29810,48,12,2,4,10,10,False
34819,test,61,2683690,4164,1368,368,633,31619,48,12,2,4,10,10,False
34825,test,43,2392422,3553,1333,436,684,27055,48,12,2,4,10,10,False
34828,test,49,2755411,3214,1062,526,785,32295,48,12,2,4,10,10,False
34836,test,116,1998774,10290,1874,454,780,22552,48,12,2,4,10,10,False
34839,test,65,2193102,4311,1327,349,620,24675,48,12,2,4,10,10,False
34851,test,86,1919761,4234,1140,490,781,21689,48,12,2,4,10,10,False
34854,test,65,2723868,6092,1317,429,704,31846,48,12,2,4,10,10,False
34861,test,78,1667342,5285,1179,358,646,18896,48,12,2,4,10,10,False
34862,test,126,2873622,10426,1486,440,766,32492,48,12,2,4,10,10,False
34868,test,49,2738303,3510,1364,396,649,32292,48,12,2,4,10,10,False
34878,test,61,2723134,5435,1284,431,693,31691,48,12,2,4,10,10,False
34879,test,70,2597124,4429,1238,450,735,30495,48,12,2,4,10,10,False
34890,test,41,2899067,4492,1100,378,628,34005,48,12,2,4,10,10,False
34891,test,214,1899453,14137,1581,486,908,21343,48,12,2,4,10,10,False
34894,test,34,2738810,2871,1233,445,688,31932,48,12,2,4,10,10,False
34895,test,56,2852961,3124,1090,400,663,33374,48,12,2,4,10,10,False
34918,test,30,2571794,1786,885,409,646,29954,48,12,2,4,10,10,False
34924,test,46,2824700,3149,1343,495,751,33289,48,12,2,4,10,10,False
34928,test,132,2246309,8833,1570,490,830,24492,48,12,2,4,10,10,False
